"Shipment","Invoice","Manager","Name","Unit","Count","Price_per_one","Sum","Cost_price","Year","Category","Subcategory"
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Поворотная пластина МСР-82-Н","шт","32","2980.8","95385.6","442.134","2024","МСМТ","Поворотная пластина"
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Пластина МСИ-2","шт","20","142.83","2856.6","42","2024","МСМТ","Пластина"
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Шайба-изолятор МСИ-10","шт","40","48.02","1920.8","5","2024","Метизы",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Декоративная крышка МСЕ-21","шт","32","11.59","370.88","3.64","2024","Декоративная крышка",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Декоративная крышка МСЕ-31","шт","148","11.59","1715.32","4.6","2024","Декоративная крышка",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Декоративная крышка МСЕ-41","шт","120","11.59","1390.8","5","2024","Декоративная крышка",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Шпилька резьбовая М12х1000 оцинк.","шт","117","207","24219","108","2024","Метизы",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Анкер-болт М12х110","шт","184","171.09","31480.56","87","2024","Метизы",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Болт с шест. головкой М10х25 оцинк.","шт","22","10.85","238.7","4.2874","2024","Метизы",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Болт с шест. головкой М12х20 оцинк.","","12","21.5","258","","2024","Метизы",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Болт с шест. головкой М12х22 оцинк.","шт","32","21.16","677.12","5.848","2024","Метизы",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Болт с шест. головкой М12х25 оцинк.","шт","575","21.04","12098","6.2662","2024","Метизы",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Болт с шест. головкой М12х30 оцинк.","шт","70","23.8","1666","6.9632","2024","Метизы",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Болт с шест. головкой М12х35 оцинк.","шт","70","23.8","1666","7.7078","2024","Метизы",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Болт с шест. головкой М12х45 оцинк.","шт","10","35.39","353.9","9.2174","2024","Метизы",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Болт с шест. головкой М12х90 оцинк.","","42","68.5","2877","","2024","Метизы",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Болт с шест. головкой М12х100 оцинк.","","22","87.3","1920.6","","2024","Метизы",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Шайба монтажная МСШ-13-Н","шт","369","74.52","27497.88","21.12","2024","Шайба монтажная",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Монтажная гайка МСГ-М10","шт","22","95.22","2094.84","12.71","2024","Гайка монтажная",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Монтажная гайка МСГ-М12","шт","945","95.22","89982.9","13.95","2024","Гайка монтажная",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Шайба плоская А10,5 оцинк.","шт","22","2.43","53.46","0.7548","2024","Метизы",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Шайба плоская А13 оцинк.","шт","2640","3.54","9345.6","1.23395","2024","Метизы",""
"MD-36-24-0974 ООО ПЕРЕДОВЫЕ ТЕХНОЛОГИИ","1769","Сонин Алексей","Гайка шестигранная М12 оцинк.","шт","2696","10.12","27283.52","2.595","2024","Метизы",""
"MD-36-24-0975 ООО ЭТСС","1851","Антипенко Елена","Лист ЛПЗС 1500*250*4","шт","140","2303","322420","270","2024","ЛПЗС",""
"MD-36-24-0976 ООО Орбита стройпроект","1836","Антипенко Елена","Универсальное кабельное крепление УКК3-35/50","компл","16","779.7","12475.2","188","2024","Крепление","УКК"
"MD-36-24-0977 ООО Завод Элпро","1841","Антипенко Елена","Рядное кабельное крепление РКК-25/40","компл","60","247.25","14835","55","2024","Крепление","РКК"
"MD-36-24-0978 ООО АРКАСИЛ СК","1847","Антипенко Елена","Аппаратный зажим штыревой высоковольтный АШВ-50","шт","3","31080","93240","19000","2024","АШВ",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41Д-Н","м","48","930","44640","554.56625","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41-Н","м","30","653","19590","270.61125","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41-Н L=400мм","шт","23","260","5980","108.2445","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41-Н L=600мм","шт","45","560","25200","162.36675","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41-Н L=700мм","шт","3","430","1290","189.427875","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41-Н L=800мм","шт","200","435","87000","216.489","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41-Н L=900мм","шт","74","857","63418","243.550125","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41-Н L=1000мм","шт","25","875","21875","270.61125","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41-Н L=1200мм","шт","4","899","3596","324.7335","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41-Н L=2800мм","шт","2","1320","2640","757.7115","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41-Н L=3500мм","шт","2","1570","3140","947.139375","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41-Н L=4400мм","шт","2","1658","3316","1190.6895","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41Д-Н L=400мм","шт","1","1003","1003","221.8265","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41Д-Н L=500мм","шт","1","1029","1029","277.283125","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41Д-Н L=700мм","шт","13","1125","14625","388.196375","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41Д-Н L=800мм","шт","55","1298","71390","443.653","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41Д-Н L=1000мм","шт","30","1305","39150","554.56625","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41Д-Н L=1200мм","шт","25","1389","34725","665.4795","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41Д-Н L=1500мм","шт","5","1457","7285","831.849375","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41Д-Н L=2600мм","шт","30","1573","47190","1441.87225","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41Д-Н L=2800мм","шт","21","1619","33999","1552.7855","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-41Д-Н L=4300мм","шт","36","2037","73332","2384.634875","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-62-Н","м","6","1358","8148","432.471","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-62-Н L=400мм","шт","3","449","1347","172.9884","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-62-Н L=600мм","шт","3","735","2205","259.4826","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Профиль монтажный МСП-62-Н L=4200мм","шт","19","1759","33421","1816.3782","2024","МСМТ","Профиль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Скоба-соединитель МСС-62-Н","шт","92","523","48116","41.412","2024","МСМТ","С-с МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Балочный зажим МСБ-21-41-Н","шт","56","439","24584","182.7398","2024","МСМТ","Балочный зажим"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Шайба монтажная МСШ-13-Н","шт","84","37","3108","21.12","2024","Шайба монтажная",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Шайба монтажная МСШ-17-Н","шт","1548","39","60372","21.12","2024","Шайба монтажная",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Монтажная гайка МСГ-М8","шт","50","77","3850","11.96","2024","Гайка монтажная",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Монтажная гайка МСГ-М10","шт","592","83","49136","12.71","2024","Гайка монтажная",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Монтажная гайка МСГ-М12","шт","4543","89","404327","13.95","2024","Гайка монтажная",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Монтажная гайка МСГ-М16","шт","1548","93","143964","19.04","2024","Гайка монтажная",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Декоративная крышка МСЕ-31","шт","68","9.9","673.2","4.6","2024","Декоративная крышка",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Декоративная крышка МСЕ-41","шт","1010","9.9","9999","5","2024","Декоративная крышка",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Муфта  соединительная  шестигранная  М12х35 оцинк.","","26","49.95","1298.7","","2024","МСМТ","Соединитель МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Болт с шест. головкой М10х25 оцинк.","шт","473","12.04","5694.92","4.2874","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Болт с шест. головкой М10х35 оцинк.","шт","330","13.53","4464.9","5.3176","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Болт с шест. головкой М12х25 оцинк.","шт","1473","17","25041","6.2662","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Болт с шест. головкой М12х30 оцинк.","шт","1280","18.3","23424","6.9632","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Болт с шест. головкой М12х35 оцинк.","шт","1398","26.42","36935.16","7.7078","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Винт с полукруглой головкой М8х25 оцинк.","шт","50","9","450","3.002","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Шпилька резьбовая М12х1000 оцинк.","шт","117","229.77","26883.09","108","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Шпилька резьбовая М16х1000 оцинк.","шт","447","434.01","194002.47","220","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Шайба плоская А8,4 оцинк.","шт","50","3.83","191.5","0.4292","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Шайба плоская А10,5 оцинк.","шт","1097","2.7","2961.9","0.7548","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Шайба плоская А13 оцинк.","шт","4631","3.93","18199.83","1.23395","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Шайба плоская А17 оцинк.","шт","4988","5.62","28032.56","2.0905","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Гайка шестигранная М10 оцинк.","шт","294","6.89","2025.66","1.74","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Гайка шестигранная М12 оцинк.","шт","391","11.23","4390.93","2.595","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Гайка шестигранная М16 оцинк.","шт","7732","14.81","114510.92","4.995","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Анкер-болт М12х110","шт","1116","189.91","211939.56","87","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Анкер-болт М12х145","шт","300","201.18","60354","99","2024","Метизы",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","ЛП-200-80-Н Лоток листовой перф. замковый прямая секция т.1,0 мм L=3 м (гор. цинк)","","1","4234.16","4234.16","2119.2","2024","Лоток","Лоток перфорированный"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","ЛП-400-80-Н Лоток листовой перф. замковый прямая секция т.1,0 мм L=3 м (гор. цинк)","","8","6553.57","52428.56","3280.04","2024","Лоток","Лоток перфорированный"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","ЛГК-200-Н Лоток листовой замковый крышка прямой секции т.1,0 мм L=3 м (гор. цинк)","","1","2526.94","2526.94","1264.7","2024","Лоток","Крышки листовые"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","ЛГК-400-Н Лоток листовой замковый крышка прямой секции т.1,0 мм L=3 м (гор. цинк)","","8","4846.35","38770.8","2425.55","2024","Лоток","Крышки листовые"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","ЛР-80 Лоток листовой разделитель L=3 м (комплект с метизами) (хол. цинк)","","9","1218.98","10970.82","610.1","2024","Лоток","Фасонки листовые"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","ЛС-80 Лоток листовой соединитель прямой (комплект с метизами) (хол. цинк)","","10","69.8","698","34.92","2024","Лоток","Фасонки листовые"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Консоль МСК-41/250-Н","шт","22","689.31","15164.82","107.1160125","2024","МСМТ","Консоль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Консоль МСК-41/350-Н","шт","720","727.17","523562.4","134.1771375","2024","МСМТ","Консоль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Консоль МСК-41/400-Н","шт","136","827.17","112495.12","147.7077","2024","МСМТ","Консоль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Консоль МСК-41/450-Н","шт","525","827.17","434264.25","161.2382625","2024","МСМТ","Консоль МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Опора МСО-82-Н","шт","60","1985.21","119112.6","244.818","2024","МСМТ","Опора МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Опора МСО-82/45-Н","шт","203","1985.21","402997.63","286.23","2024","МСМТ","Опора МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Уголок МСУ-4/90-Н","шт","58","443","25694","37.758","2024","МСМТ","Уголок МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Скоба-соединитель МСС-41-Н","шт","71","444.22","31539.62","34.104","2024","МСМТ","С-с МС"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Опорная пластина МСАА-350х120-Н","шт","135","291.05","39291.75","77.952","2024","МСМТ","Опорная пластина"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Шайба монтажная МСШ-11-Н","шт","330","82.72","27297.6","21.12","2024","Шайба монтажная",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Универсальное кабельное крепление УКК3-40/70","компл","90","825.64","74307.6","323","2024","Крепление","УКК"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Высоковольтное кабельное крепление ВКК3-65/90","компл","122","2043.42","249297.24","672","2024","Крепление","ВКК"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Рядное кабельное крепление РКК-25/40","компл","12","164.67","1976.04","55","2024","Крепление","РКК"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","ЛЛП-400-50-Н Лоток лестничный прямая секция т.1,2 мм L=3 м (гор. цинк) ","","70","3286.69","230068.3","1635.66","2024","Лоток лестничный","Лоток лестничный"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","ЛС-50 Лоток лестничный соединитель прямой (комплект с метизами) (хол. цинк) ","","120","66.1","7932","29.69","2024","Лоток лестничный","Фасонки лестничные"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Силиконовый уплотнитель ПСТ-80","м","2","1934.06","3868.12","700","2024","ПСТ",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Короб заземления КЗЭ-3х070","шт","2","103000","206000","23400","2024","Короб",""
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Лоток листовой глухой замковый прямая секция ЛГ-50-50-Н, (L=3м)","","4","1839.27","7357.08","922.56","2024","Лоток","Лоток глухой"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","ЛГК-50-Н Лоток листовой замковый крышка прямой секции 
т.1,0 мм L=3 м (гор. цинк)","","4","851.37","3405.48","396.26","2024","Лоток","Крышки листовые"
"MD-36-24-0979 ООО Энергоремсервис","1575","Поркашян Геворг","Шпилька резьбовая М10х1000 оцинк.","шт","3","204.24","612.72","68","2024","Метизы",""
"MD-36-24-0980 ООО Вектор Н","1858","Поркашян Геворг","Наконечник медный луженый ТМЛ 70-(10)-13 (КВТ)","0","6","246","1476","113","2024","Перепродажа",""
"MD-36-24-0980 ООО Вектор Н","1858","Поркашян Геворг"," Наконечник медный луженый ТЛМ 95-(12)-15(КВТ) ","0","6","141.6","849.6","133","2024","Перепродажа",""
"MD-36-24-0980 ООО Вектор Н","1858","Поркашян Геворг","Наконечник JG-300 медный луженый кабельный ИЭК ","0","9","1930.8","17377.2","440","2024","Перепродажа",""
"MD-36-24-0981 ООО МУЛЬТИМОН РАША","1848","Поркашян Геворг","Профиль монтажный МСП-41-Н","м","702","450","315900","270.61125","2024","МСМТ","Профиль МС"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Шпилька резьбовая М12х1000 оцинк.","шт","20","175.95","3519","108","2024","Метизы",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Шпилька резьбовая М16х1000 оцинк.","шт","44","332.35","14623.4","220","2024","Метизы",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Шайба плоская А10,5 оцинк.","шт","20","2.0655","41.31","0.7548","2024","Метизы",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Шайба плоская А13 оцинк.","шт","1200","3.009","3610.8","1.23395","2024","Метизы",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Шайба плоская А17 оцинк.","шт","260","4.301","1118.26","2.0905","2024","Метизы",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Гайка шестигранная М12 оцинк.","шт","420","8.602","3612.84","2.595","2024","Метизы",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Гайка шестигранная М16 оцинк.","шт","500","11.339","5669.5","4.995","2024","Метизы",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Анкер-болт М12х110","шт","70","145.4265","10179.855","87","2024","Метизы",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Профиль монтажный МСП-41-Н","м","72","1216.401","87580.872","270.61125","2024","МСМТ","Профиль МС"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Профиль монтажный МСП-62-Н","м","24","2364.768","56754.432","432.471","2024","МСМТ","Профиль МС"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Профиль монтажный МСП-21Д-Н","м","48","2719.014","130512.672","385.339125","2024","МСМТ","Профиль МС"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Профиль монтажный МСП-41Д-Н","м","120","3251.556","390186.72","554.56625","2024","МСМТ","Профиль МС"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Консоль МСК-41/600-Н","шт","6","1294.992","7769.952","201.82995","2024","МСМТ","Консоль МС"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Опора МСО-21-62-Н","шт","8","1266.84","10134.72","151.032","2024","МСМТ","Опора МС"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Опора МСО-82/45-Н","шт","20","2533.68","50673.6","286.23","2024","МСМТ","Опора МС"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Уголок МСУ-4/90-Н","шт","20","565.386","11307.72","37.758","2024","МСМТ","Уголок МС"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Уголок МСУ-8/90-Н","шт","50","760.104","38005.2","65.772","2024","МСМТ","Уголок МС"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Уголок МСУ-8/45-Н","0","80","683.859","54708.72","0","2024","МСМТ","Уголок МС"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Соединитель МСД-150-Н","шт","72","391","28152","35.322","2024","МСМТ","Соединитель МС"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Скоба-соединитель МСС-41-Н","шт","40","566.95","22678","34.104","2024","МСМТ","С-с МС"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Универсальный шарнир МСН-У-М12-Н","шт","48","929.016","44592.768","64.07","2024","МСМТ","Шарнир МС"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Шайба монтажная МСШ-13-Н","шт","36","105.57","3800.52","21.12","2024","Шайба монтажная",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Монтажная гайка МСГ-М10","шт","20","134.895","2697.9","12.71","2024","Гайка монтажная",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Монтажная гайка МСГ-М12","шт","930","134.895","125452.35","13.95","2024","Гайка монтажная",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Декоративная крышка МСЕ-41","шт","58","16.422","952.476","5","2024","Декоративная крышка",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Высоковольтное кабельное крепление ВКК-65/90","компл","42","774.18","32515.56","148","2024","Крепление","ВКК"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Высоковольтное кабельное крепление ВКК3-65/90","компл","60","2607.97","156478.2","672","2024","Крепление","ВКК"
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Силиконовый уплотнитель ПСТ-80","м","40","2468.4","98736","700","2024","ПСТ",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Болт с шест. головкой М10х25 оцинк.","шт","20","9.2225","184.45","4.2874","2024","Метизы",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Болт с шест. головкой М12х25 оцинк.","шт","860","17.884","15380.24","6.2662","2024","Метизы",""
"MD-36-24-0982 ООО Вектор Н","1840","Поркашян Геворг","Болт с шест. головкой М12х30 оцинк.","шт","80","20.23","1618.4","6.9632","2024","Метизы",""
"MD-36-24-0983 ООО ЭММЕТ СИБИРЬ","1834","Антипенко Елена","Короб заземления КЗЭ-3х095","шт","4","70000","280000","23400","2024","Короб",""
"MD-36-24-0984 ООО Технолог","1852","Антипенко Елена","Универсальное кабельное крепление УКК3-35/50","компл","470","545.79","256521.3","188","2024","Крепление","УКК"
"MD-36-24-0984 ООО Технолог","1852","Антипенко Елена","Силиконовый уплотнитель ПСТ-80","м","157","2032.8","319149.6","700","2024","ПСТ",""
"MD-36-24-0984 ООО Технолог","1852","Антипенко Елена","Шпилька резьбовая М12х1000 оцинк.","шт","141","207","29187","108","2024","Метизы",""
"MD-36-24-0984 ООО Технолог","1852","Антипенко Елена","Монтажная гайка МСГ-М12","шт","940","111.09","104424.6","13.95","2024","Гайка монтажная",""
"MD-36-24-0984 ООО Технолог","1852","Антипенко Елена","Гайка шестигранная М12 оцинк.","шт","1880","10.12","19025.6","2.595","2024","Метизы",""
"MD-36-24-0984 ООО Технолог","1852","Антипенко Елена","Шайба плоская А13 оцинк.","шт","940","3.54","3327.6","1.23395","2024","Метизы",""
"MD-36-24-0985 АО ПК ИнжСтрой","1711","Поркашян Геворг","Высоковольтное кабельное крепление ВКК-100/125","компл","48","610.71","29314.08","157","2024","Крепление","ВКК"
"MD-36-24-0985 АО ПК ИнжСтрой","1711","Поркашян Геворг","Силиконовый уплотнитель ПСТ-80","м","20","1434.57","28691.4","700","2024","ПСТ",""
"MD-36-24-0985 АО ПК ИнжСтрой","1711","Поркашян Геворг","Профиль монтажный МСП-41-Н","м","96","652.56","62645.76","270.61125","2024","МСМТ","Профиль МС"
"MD-36-24-0985 АО ПК ИнжСтрой","1711","Поркашян Геворг","Профиль монтажный МСП-62-Н","м","48","1268.63","60894.24","432.471","2024","МСМТ","Профиль МС"
"MD-36-24-0985 АО ПК ИнжСтрой","1711","Поркашян Геворг","Консоль МСК-41/350П-Н","шт","32","566.35","18123.2","134.1771375","2024","МСМТ","Консоль МС"
"MD-36-24-0985 АО ПК ИнжСтрой","1711","Поркашян Геворг","Консоль МСК-62/350-Н","шт","40","1132.7","45308","218.35485","2024","МСМТ","Консоль МС"
