"Shipment","Invoice","Manager","Name","Unit","Count","Price_per_one","Sum","Cost_price","Year","Category","Subcategory"
"MD-36-23-1053 ООО ДИАПАЗОН","1998","Антипенко Елена","ЛП-100-100-С Лоток листовой перф. замковый прямая секция т.1,0 мм L=3 м (хол. цинк)","шт","25","2 815,20","70380","","2023","Лоток","Лоток перфорированный"
"MD-36-23-1053 ООО ДИАПАЗОН","1998","Антипенко Елена","ЛП-200-100-С Лоток листовой перф. замковый прямая секция т.1,0 мм L=3 м (хол. цинк)","шт","39","3 604,00","140556","","2023","Лоток","Лоток перфорированный"
"MD-36-23-1053 ООО ДИАПАЗОН","1998","Антипенко Елена","ЛП-300-100-С Лоток листовой перф. замковый прямая секция т.1,0 мм L=3 м (хол. цинк)","шт","18","4 488,00","80784","","2023","Лоток","Лоток перфорированный"
"MD-36-23-1053 ООО ДИАПАЗОН","1998","Антипенко Елена","ЛП-400-100-С Лоток листовой перф. замковый прямая секция т.1,0 мм L=3 м (хол. цинк)","шт","41","5 684,80","233076.8","","2023","Лоток","Лоток перфорированный"
"MD-36-23-1053 ООО ДИАПАЗОН","1998","Антипенко Елена","ЛП-500-100-С Лоток листовой перф. замковый прямая секция т.1,0 мм L=3 м (хол. цинк)","шт","138","6 946,20","958575.6","","2023","Лоток","Лоток перфорированный"
"MD-36-23-1053 ООО ДИАПАЗОН","1998","Антипенко Елена","ЛГК-50-С Лоток листовой замковый крышка прямой секции т.1,0 мм L=3 м (хол. цинк)","шт","8","605.2","4841.6","","2023","Лоток","Крышки листовые"
"MD-36-23-1053 ООО ДИАПАЗОН","1998","Антипенко Елена","ЛГК-100-С Лоток листовой замковый крышка прямой секции т.1,0 мм L=3 м (хол. цинк)","шт","25","1 050,60","26265","","2023","Лоток","Крышки листовые"
"MD-36-23-1053 ООО ДИАПАЗОН","1998","Антипенко Елена","ЛГК-200-С Лоток листовой замковый крышка прямой секции т.1,0 мм L=3 м (хол. цинк)","шт","61","1 941,40","118425.4","","2023","Лоток","Крышки листовые"
"MD-36-23-1053 ООО ДИАПАЗОН","1998","Антипенко Елена","ЛГК-300-С Лоток листовой замковый крышка прямой секции т.1,0 мм L=3 м (хол. цинк)","шт","34","2 828,80","96179.2","","2023","Лоток","Крышки листовые"
"MD-36-23-1053 ООО ДИАПАЗОН","1998","Антипенко Елена","ЛГК-400-С Лоток листовой замковый крышка прямой секции т.1,0 мм L=3 м (хол. цинк)","шт","41","3 716,20","152364.2","","2023","Лоток","Крышки листовые"
"MD-36-23-1053 ООО ДИАПАЗОН","1998","Антипенко Елена","ЛГК-500-С Лоток листовой замковый крышка прямой секции т.1,0 мм L=3 м (хол. цинк)","шт","138","4 943,60","682216.8","","2023","Лоток","Крышки листовые"
"MD-36-23-1053 ООО ДИАПАЗОН","1998","Антипенко Елена","ЛР-80 Лоток листовой разделитель L=3 м (комплект с метизами) (хол. цинк)","шт","38","1 371,64","52122.32","","2023","Лоток","Фасонки листовые"
"MD-36-23-1053 ООО ДИАПАЗОН","1998","Антипенко Елена","ЛР-100 Лоток листовой разделитель L=3 м (комплект с метизами) (хол. цинк)","шт","261","1 666,17","434870.37","","2023","Лоток","Фасонки листовые"
